D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_17_727.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_17_727.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_17_727.jpg,0.0,0.0,0,7.828083e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_17_827.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_17_827.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_17_827.jpg,0.0,0.0,0,7.801763e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_17_928.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_17_928.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_17_928.jpg,0.0,0.0,0,7.893452e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_030.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_030.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_030.jpg,0.0,0.0,0,7.811979e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_130.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_130.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_130.jpg,0.0,0.0,0,7.795611e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_233.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_233.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_233.jpg,0.0,0.0,0,7.823821e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_336.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_336.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_336.jpg,0.0,0.0,0,7.825322e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_437.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_437.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_437.jpg,0.0,0.0,0,7.928084e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_538.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_538.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_538.jpg,0.0,0.0,0,7.914266e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_641.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_641.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_641.jpg,0.0,0.0,0,7.781343e-05
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_741.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_741.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_741.jpg,0.0,0.08604301,0,0.02858629
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_843.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_843.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_843.jpg,0.0,0.3857745,0,0.3616038
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_18_943.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_18_943.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_18_943.jpg,0.0,0.6869038,0,0.9540769
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_044.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_044.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_044.jpg,0.0,0.9889756,0,2.04141
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_145.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_145.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_145.jpg,0.0,1.0,0,3.226372
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_245.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_245.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_245.jpg,-0.1884486,1.0,0,4.393882
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_345.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_345.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_345.jpg,-0.186816,1.0,0,5.543932
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_446.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_446.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_446.jpg,0.0,0.804088,0,6.605035
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_548.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_548.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_548.jpg,0.0,0.5059473,0,7.313611
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_650.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_650.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_650.jpg,-0.0562098,0.575094,0,7.80654
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_752.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_752.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_752.jpg,-0.241854,0.9175524,0,8.795508
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_854.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_854.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_854.jpg,0.0,0.6196864,0,9.618387
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_19_956.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_19_956.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_19_956.jpg,-0.1596462,0.6565685,0,10.204
D:\Self Diving car simulation\Dataset\My_drive_data\IMG\center_2026_06_17_23_18_20_058.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\left_2026_06_17_23_18_20_058.jpg,D:\Self Diving car simulation\Dataset\My_drive_data\IMG\right_2026_06_17_23_18_20_058.jpg,-0.1176528,0.897747,0,11.06274
